138,Other,4240,4,Japan,117
139,Korea,176,3,Asian Antiques,59
140,Middle East,1200,3,Asian Antiques,59
141,Mongolia,236,3,Asian Antiques,59
142,Southeast Asia,8151,3,Asian Antiques,59
143,Amulets,5260,4,Southeast Asia,142
144,Bells,52,4,Southeast Asia,142
145,Bracelets,46,4,Southeast Asia,142
146,Masks,25,4,Southeast Asia,142
147,Necklaces & Pendants,172,4,Southeast Asia,142
148,Paintings,23,4,Southeast Asia,142
149,Statues,507,4,Southeast Asia,142
150,Other,2066,4,Southeast Asia,142
151,Tibet,2331,3,Asian Antiques,59
152,Unknown,235,3,Asian Antiques,59
153,Reproductions,10090,3,Asian Antiques,59
154,Price Guides & Publications,229,3,Asian Antiques,59
155,Other,2541,3,Asian Antiques,59
156,Books & Manuscripts,22278,2,Antiques,1
157,American,10423,3,Books & Manuscripts,156
158,Asian,1592,3,Books & Manuscripts,156
159,English,2421,3,Books & Manuscripts,156
160,European,5796,3,Books & Manuscripts,156
161,Middle Eastern,750,3,Books & Manuscripts,156
162,Other,1296,3,Books & Manuscripts,156
163,Decorative Arts,101312,2,Antiques,1
164,Ceramics & Porcelain,40806,3,Decorative Arts,163
165,Bowls,2269,4,Ceramics & Porcelain,164
166,Boxes,592,4,Ceramics & Porcelain,164
167,Butter Pats,201,4,Ceramics & Porcelain,164
168,Candle Holders,109,4,Ceramics & Porcelain,164
169,Candlesticks,99,4,Ceramics & Porcelain,164
170,Chamber Pots,189,4,Ceramics & Porcelain,164
171,Creamers & Sugar Bowls,1373,4,Ceramics & Porcelain,164
172,Crocks,899,4,Ceramics & Porcelain,164
173,Cups & Saucers,6847,4,Ceramics & Porcelain,164
174,Figurines,6233,4,Ceramics & Porcelain,164
175,Jars,610,4,Ceramics & Porcelain,164
176,Jugs,902,4,Ceramics & Porcelain,164
177,Mugs & Tankards,393,4,Ceramics & Porcelain,164
178,Pitchers,1651,4,Ceramics & Porcelain,164
179,Planters,259,4,Ceramics & Porcelain,164
180,Plates & Chargers,6301,4,Ceramics & Porcelain,164
181,Platters & Trays,1312,4,Ceramics & Porcelain,164
182,Salt & Pepper Shakers,410,4,Ceramics & Porcelain,164
183,Teapots & Tea Sets,950,4,Ceramics & Porcelain,164
184,Tiles,1391,4,Ceramics & Porcelain,164
185,Tureens,413,4,Ceramics & Porcelain,164
186,Urns,291,4,Ceramics & Porcelain,164
187,Vases,3117,4,Ceramics & Porcelain,164
188,Other,3995,4,Ceramics & Porcelain,164
189,Clocks,1930,3,Decorative Arts,163
190,Glass,11051,3,Decorative Arts,163
191,Bottles,437,4,Glass,190
192,Bowls,952,4,Glass,190
193,Candle Holders,144,4,Glass,190
194,Candlesticks,136,4,Glass,190
195,Compotes,281,4,Glass,190
196,Decanters,897,4,Glass,190
197,Dishes,364,4,Glass,190
198,Figurines,129,4,Glass,190
199,Jars,511,4,Glass,190
200,Jugs,70,4,Glass,190
201,Perfume Bottles,1870,4,Glass,190
202,Pitchers,427,4,Glass,190
203,Plates,172,4,Glass,190
204,Salt & Pepper Shakers,200,4,Glass,190
205,Stemware,705,4,Glass,190
206,Vases,2104,4,Glass,190
207,Other,1652,4,Glass,190
208,Lamps,7767,3,Decorative Arts,163
209,Metalware,15157,3,Decorative Arts,163
210,Mirrors,2538,3,Decorative Arts,163
211,Picture Frames,5655,3,Decorative Arts,163
212,Toleware,2500,3,Decorative Arts,163
213,Woodenware,9081,3,Decorative Arts,163
214,Bowls,663,4,Woodenware,213
215,Boxes,3801,4,Woodenware,213
216,Carved Figures,2126,4,Woodenware,213
217,Trays,471,4,Woodenware,213
218,Other,2020,4,Woodenware,213
219,Price Guides & Publications,445,3,Decorative Arts,163
220,Other,4382,3,Decorative Arts,163
221,Ethnographic,15697,2,Antiques,1
222,African,9164,3,Ethnographic,221
223,Jewelry,594,4,African,222
224,Masks,2238,4,African,222
225,Sculptures & Statues,3430,4,African,222
226,Other,2902,4,African,222
227,Latin American,1697,3,Ethnographic,221
228,Native American,995,3,Ethnographic,221
229,Pacific Islands & Oceania,3114,3,Ethnographic,221
230,Price Guides & Publications,48,3,Ethnographic,221
231,Other,679,3,Ethnographic,221
232,Furniture,40390,2,Antiques,1
233,Armoires & Wardrobes,1158,3,Furniture,232
234,Pre-1800,29,4,Armoires & Wardrobes,233
235,1800-1899,223,4,Armoires & Wardrobes,233
236,1900-1950,215,4,Armoires & Wardrobes,233
237,Post-1950,655,4,Armoires & Wardrobes,233
238,Unknown,36,4,Armoires & Wardrobes,233
239,Beds & Bedroom Sets,1360,3,Furniture,232
240,Pre-1800,12,4,Beds & Bedroom Sets,239
241,1800-1899,425,4,Beds & Bedroom Sets,239
242,1900-1950,560,4,Beds & Bedroom Sets,239
243,Post-1950,318,4,Beds & Bedroom Sets,239
244,Unknown,45,4,Beds & Bedroom Sets,239
245,Benches & Stools,1633,3,Furniture,232
246,Pre-1800,19,4,Benches & Stools,245
247,1800-1899,321,4,Benches & Stools,245
248,1900-1950,609,4,Benches & Stools,245
249,Post-1950,592,4,Benches & Stools,245
250,Unknown,92,4,Benches & Stools,245
251,Bookcases,946,3,Furniture,232
252,Pre-1800,16,4,Bookcases,251
253,1800-1899,265,4,Bookcases,251
254,1900-1950,443,4,Bookcases,251
255,Post-1950,197,4,Bookcases,251
256,Unknown,25,4,Bookcases,251
257,Cabinets & Cupboards,4051,3,Furniture,232
258,Pre-1800,78,4,Cabinets & Cupboards,257
259,1800-1899,1174,4,Cabinets & Cupboards,257
260,1900-1950,1921,4,Cabinets & Cupboards,257
261,Post-1950,720,4,Cabinets & Cupboards,257
262,Unknown,158,4,Cabinets & Cupboards,257
263,Chairs,7789,3,Furniture,232
264,Pre-1800,139,4,Chairs,263
265,1800-1899,1409,4,Chairs,263
266,1900-1950,3074,4,Chairs,263
267,Post-1950,2841,4,Chairs,263
268,Unknown,326,4,Chairs,263
269,Chests & Trunks,2155,3,Furniture,232
270,Pre-1800,81,4,Chests & Trunks,269
271,1800-1899,771,4,Chests & Trunks,269
272,1900-1950,610,4,Chests & Trunks,269
273,Post-1950,205,4,Chests & Trunks,269
274,Unknown,488,4,Chests & Trunks,269
275,Desks & Secretaries,1943,3,Furniture,232
276,Pre-1800,55,4,Desks & Secretaries,275
277,1800-1899,602,4,Desks & Secretaries,275
278,1900-1950,738,4,Desks & Secretaries,275
279,Post-1950,407,4,Desks & Secretaries,275
280,Unknown,141,4,Desks & Secretaries,275
281,Dining Sets,709,3,Furniture,232
282,Pre-1800,1,4,Dining Sets,281
283,1800-1899,63,4,Dining Sets,281
284,1900-1950,257,4,Dining Sets,281
285,Post-1950,361,4,Dining Sets,281
286,Unknown,27,4,Dining Sets,281
287,Dressers & Vanities,2297,3,Furniture,232
288,Pre-1800,44,4,Dressers & Vanities,287
289,1800-1899,485,4,Dressers & Vanities,287
290,1900-1950,1068,4,Dressers & Vanities,287
291,Post-1950,623,4,Dressers & Vanities,287
292,Unknown,77,4,Dressers & Vanities,287
293,Hall Trees & Stands,691,3,Furniture,232
294,Pre-1800,1,4,Hall Trees & Stands,293
295,1800-1899,235,4,Hall Trees & Stands,293
296,1900-1950,279,4,Hall Trees & Stands,293
297,Post-1950,115,4,Hall Trees & Stands,293
298,Unknown,61,4,Hall Trees & Stands,293
299,Nightstands,587,3,Furniture,232
300,Pre-1800,3,4,Nightstands,299
301,1800-1899,107,4,Nightstands,299
302,1900-1950,203,4,Nightstands,299
303,Post-1950,254,4,Nightstands,299
304,Unknown,20,4,Nightstands,299
305,Sideboards & Buffets,1410,3,Furniture,232
306,Pre-1800,19,4,Sideboards & Buffets,305
307,1800-1899,387,4,Sideboards & Buffets,305
308,1900-1950,638,4,Sideboards & Buffets,305
309,Post-1950,338,4,Sideboards & Buffets,305
310,Unknown,28,4,Sideboards & Buffets,305
311,Sofas & Chaises,1261,3,Furniture,232
312,Pre-1800,6,4,Sofas & Chaises,311
313,1800-1899,304,4,Sofas & Chaises,311
314,1900-1950,485,4,Sofas & Chaises,311
315,Post-1950,404,4,Sofas & Chaises,311
316,Unknown,62,4,Sofas & Chaises,311
317,Tables,8822,3,Furniture,232
318,Pre-1800,257,4,Tables,317
319,1800-1899,1570,4,Tables,317
320,1900-1950,3618,4,Tables,317
321,Post-1950,2969,4,Tables,317
322,Unknown,408,4,Tables,317
323,Parts & Salvaged Pieces,789,3,Furniture,232
324,Price Guides & Publications,416,3,Furniture,232
325,Other,2373,3,Furniture,232
326,Home & Hearth,3421,2,Antiques,1
327,Baby Carriages & Buggies,194,3,Home & Hearth,326
328,Baby Cradles,40,3,Home & Hearth,326
329,Bath Tubs,117,3,Home & Hearth,326
330,Clothing Wringers,53,3,Home & Hearth,326
331,Hearth Ware,394,3,Home & Hearth,326
332,Ice Boxes,124,3,Home & Hearth,326
333,Meat Grinders,279,3,Home & Hearth,326
334,Sinks,27,3,Home & Hearth,326
335,Stoves,717,3,Home & Hearth,326
336,Toasters,65,3,Home & Hearth,326
337,Trivets,145,3,Home & Hearth,326
338,Washing Machines,174,3,Home & Hearth,326
339,Other,1092,3,Home & Hearth,326
340,Linens & Textiles (Pre-1930),32301,2,Antiques,1
341,Bed & Bath Linens,1479,3,Linens & Textiles (Pre-1930),340
342,Bedspreads & Coverlets,394,4,Bed & Bath Linens,341
343,Blankets,70,4,Bed & Bath Linens,341
344,Pillowcases,384,4,Bed & Bath Linens,341
345,Sheets,303,4,Bed & Bath Linens,341
346,Towels,297,4,Bed & Bath Linens,341
347,Other,31,4,Bed & Bath Linens,341
348,Embroidery,4994,3,Linens & Textiles (Pre-1930),340
349,Fabric,6176,3,Linens & Textiles (Pre-1930),340
350,Chenille,2,4,Fabric,349
351,Cotton,969,4,Fabric,349
352,Damask,19,4,Fabric,349
353,Linen,331,4,Fabric,349
354,Silk,2793,4,Fabric,349
355,Velvet,45,4,Fabric,349
356,Wool,123,4,Fabric,349
357,Other,1894,4,Fabric,349
358,Feed & Flour Sacks,432,3,Linens & Textiles (Pre-1930),340
359,Handkerchiefs,256,3,Linens & Textiles (Pre-1930),340
360,Kitchen & Table Linens,2851,3,Linens & Textiles (Pre-1930),340
361,Napkins,286,4,Kitchen & Table Linens,360
362,Placemats,74,4,Kitchen & Table Linens,360
363,Runners,245,4,Kitchen & Table Linens,360
364,Tablecloths,820,4,Kitchen & Table Linens,360
365,Towels,389,4,Kitchen & Table Linens,360
366,Other,1037,4,Kitchen & Table Linens,360
367,Lace & Crochet & Doilies,9031,3,Linens & Textiles (Pre-1930),340
368,Collars & Cuffs,521,4,Lace & Crochet & Doilies,367
369,Doilies,1142,4,Lace & Crochet & Doilies,367
370,Runners,251,4,Lace & Crochet & Doilies,367
371,Tablecloths,428,4,Lace & Crochet & Doilies,367
372,Trim & Edging,5371,4,Lace & Crochet & Doilies,367
373,Other,1318,4,Lace & Crochet & Doilies,367
374,Pillows,435,3,Linens & Textiles (Pre-1930),340
375,Quilts,3188,3,Linens & Textiles (Pre-1930),340
376,Completed Quilts,2803,4,Quilts,375
377,Quilt Blocks,177,4,Quilts,375
378,Quilt Tops,208,4,Quilts,375
379,Samplers,776,3,Linens & Textiles (Pre-1930),340
380,Tapestries,1033,3,Linens & Textiles (Pre-1930),340
381,Price Guides & Publications,95,3,Linens & Textiles (Pre-1930),340
382,Other,1555,3,Linens & Textiles (Pre-1930),340
383,Maps & Atlases & Globes,80302,2,Antiques,1
384,United States (Pre-1900),18364,3,Maps & Atlases & Globes,383
385,AK & HI,177,4,United States (Pre-1900),384
386,AL & FL & GA & MS & NC & SC,1025,4,United States (Pre-1900),384
387,AR & IA & KS & LA & MO & NE,1712,4,United States (Pre-1900),384
388,AZ & CA & CO & NM & NV & UT,991,4,United States (Pre-1900),384
389,CT & MA & ME & NH & RI & VT,2819,4,United States (Pre-1900),384
390,DC & DE & MD & NJ & NY & PA,4167,4,United States (Pre-1900),384
391,ID & OR & WA,316,4,United States (Pre-1900),384
392,IL & IN & MI & OH & WI,4430,4,United States (Pre-1900),384
393,MN & MT & ND & SD & WY,743,4,United States (Pre-1900),384
394,OK & TX,227,4,United States (Pre-1900),384
395,VA & WV & KY & TN,696,4,United States (Pre-1900),384
396,Entire US,1061,4,United States (Pre-1900),384
397,United States (1900-Now),4311,3,Maps & Atlases & Globes,383
398,AK & HI,66,4,United States (1900-Now),397
399,AL & FL & GA & MS & NC & SC,208,4,United States (1900-Now),397
400,AR & IA & KS & LA & MO & NE,461,4,United States (1900-Now),397
401,AZ & CA & CO & NM & NV & UT,259,4,United States (1900-Now),397
402,CT & MA & ME & NH & RI & VT,386,4,United States (1900-Now),397
403,DC & DE & MD & NJ & NY & PA,787,4,United States (1900-Now),397
404,ID & OR & WA,165,4,United States (1900-Now),397
405,IL & IN & MI & OH & WI,1196,4,United States (1900-Now),397
406,MN & MT & ND & SD & WY,248,4,United States (1900-Now),397
407,OK & TX,165,4,United States (1900-Now),397
408,VA & WV & KY & TN,128,4,United States (1900-Now),397
409,Entire US,242,4,United States (1900-Now),397
410,United States (Date Unknown),19,3,Maps & Atlases & Globes,383
411,Africa,2238,3,Maps & Atlases & Globes,383
412,Pre-1900,1916,4,Africa,411
413,1900-Now,319,4,Africa,411
414,Unknown,3,4,Africa,411
415,Asia,3007,3,Maps & Atlases & Globes,383
416,Pre-1900,2506,4,Asia,415
417,1900-Now,497,4,Asia,415
418,Unknown,4,4,Asia,415
419,Australasia- Oceania,1306,3,Maps & Atlases & Globes,383
420,Pre-1900,1036,4,Australasia- Oceania,419
421,1900-Now,267,4,Australasia- Oceania,419
422,Unknown,3,4,Australasia- Oceania,419
423,Canada,1418,3,Maps & Atlases & Globes,383
424,Pre-1900,986,4,Canada,423
425,1900-Now,431,4,Canada,423
426,Unknown,1,4,Canada,423
427,Central America- Caribbean,805,3,Maps & Atlases & Globes,383
428,Pre-1900,625,4,Central America- Caribbean,427
429,1900-Now,178,4,Central America- Caribbean,427
430,Unknown,2,4,Central America- Caribbean,427
431,Europe,23009,3,Maps & Atlases & Globes,383
432,Pre-1900,18761,4,Europe,431
433,1900-Now,4237,4,Europe,431
434,Unknown,11,4,Europe,431
435,India,644,3,Maps & Atlases & Globes,383
436,Pre-1900,496,4,India,435
437,1900-Now,145,4,India,435
438,Unknown,3,4,India,435
439,Ireland,403,3,Maps & Atlases & Globes,383
440,Pre-1900,272,4,Ireland,439
441,1900-Now,131,4,Ireland,439
442,Unknown,0,4,Ireland,439
443,Mexico,295,3,Maps & Atlases & Globes,383
444,Pre-1900,242,4,Mexico,443
445,1900-Now,52,4,Mexico,443
446,Unknown,1,4,Mexico,443
447,Middle East,1484,3,Maps & Atlases & Globes,383
448,Pre-1900,1303,4,Middle East,447
449,1900-Now,180,4,Middle East,447
450,Unknown,1,4,Middle East,447
451,North America,984,3,Maps & Atlases & Globes,383
452,Pre-1900,702,4,North America,451
453,1900-Now,280,4,North America,451
454,Unknown,2,4,North America,451
455,South America,1624,3,Maps & Atlases & Globes,383
456,Pre-1900,1381,4,South America,455
457,1900-Now,242,4,South America,455
458,Unknown,1,4,South America,455
459,United Kingdom,6973,3,Maps & Atlases & Globes,383
460,England,5478,4,United Kingdom,459
461,Pre-1900,3839,5,England,460
462,1900-Now,1636,5,England,460
463,Unknown,3,5,England,460
464,Scotland,795,4,United Kingdom,459
465,Pre-1900,567,5,Scotland,464
466,1900-Now,228,5,Scotland,464
467,Unknown,0,5,Scotland,464
468,Wales,231,4,United Kingdom,459
469,Pre-1900,127,5,Wales,468
470,1900-Now,104,5,Wales,468
471,Unknown,0,5,Wales,468
472,Other,469,4,United Kingdom,459
473,Maps on CD,1235,3,Maps & Atlases & Globes,383
474,World Maps,4211,3,Maps & Atlases & Globes,383
475,Pre-1900,3563,4,World Maps,474
476,1900-Now,645,4,World Maps,474
477,Unknown,3,4,World Maps,474
478,Globes,512,3,Maps & Atlases & Globes,383
479,Pre-1900,89,4,Globes,478
480,1900-Now,413,4,Globes,478
481,Unknown,10,4,Globes,478
482,Mixed Lots,402,3,Maps & Atlases & Globes,383
483,Reproductions,6148,3,Maps & Atlases & Globes,383
484,Price Guides & Publications,25,3,Maps & Atlases & Globes,383
485,Other,885,3,Maps & Atlases & Globes,383
486,Maritime,10144,2,Antiques,1
487,Anchors,84,3,Maritime,486
488,Bells & Whistles,244,3,Maritime,486
489,Blueprints,32,3,Maritime,486
490,Charts,368,3,Maritime,486
491,Cleats & Chocks,84,3,Maritime,486
492,Clocks,457,3,Maritime,486
493,Compasses,885,3,Maritime,486
494,Diving Helmets,256,3,Maritime,486
495,Fishing Nets & Floats,1976,3,Maritime,486
496,Folk Art,115,3,Maritime,486
497,Harpoons,20,3,Maritime,486
498,Lamps & Lighting,492,3,Maritime,486
499,Model Ships,1203,3,Maritime,486
500,Parallel Rules,8,3,Maritime,486
501,Plaques & Signs,101,3,Maritime,486
502,Portholes,172,3,Maritime,486
503,Propellers,119,3,Maritime,486
504,Pulleys,94,3,Maritime,486
505,Scrimshaws,214,3,Maritime,486
506,Sextants,318,3,Maritime,486
507,Telegraphs,68,3,Maritime,486
508,Telescopes,401,3,Maritime,486
509,Wheels,202,3,Maritime,486
510,Reproductions,367,3,Maritime,486
511,Price Guides & Publications,81,3,Maritime,486
512,Other,1783,3,Maritime,486
513,Mercantile & Trades & Factories,2999,2,Antiques,1
514,Barber Chairs,207,3,Mercantile & Trades & Factories,513
515,Binding & Embossing & Printing,228,3,Mercantile & Trades & Factories,513
516,Cash Register & Adding Machines,391,3,Mercantile & Trades & Factories,513
517,Display Cases,77,3,Mercantile & Trades & Factories,513
518,Industrial Molds,263,3,Mercantile & Trades & Factories,513
519,Safes & Still Banks,59,3,Mercantile & Trades & Factories,513
520,Scales,831,3,Mercantile & Trades & Factories,513
521,Typewriters,354,3,Mercantile & Trades & Factories,513
522,Other,589,3,Mercantile & Trades & Factories,513
523,Musical Instruments (Pre-1930),893,2,Antiques,1
524,Brass,39,3,Musical Instruments (Pre-1930),523
525,Keyboard,220,3,Musical Instruments (Pre-1930),523
526,Percussion,18,3,Musical Instruments (Pre-1930),523
527,String,314,3,Musical Instruments (Pre-1930),523
528,Wind,99,3,Musical Instruments (Pre-1930),523
529,Reproductions,17,3,Musical Instruments (Pre-1930),523
530,Price Guides & Publications,14,3,Musical Instruments (Pre-1930),523
531,Other,172,3,Musical Instruments (Pre-1930),523
532,Periods & Styles,21105,2,Antiques,1
533,Aesthetic Movement,78,3,Periods & Styles,532
534,Art Deco,4474,3,Periods & Styles,532
535,Art Nouveau,1995,3,Periods & Styles,532
536,Arts & Crafts Movement,1371,3,Periods & Styles,532
537,Mid-Century Modernism,11198,3,Periods & Styles,532
538,Victorian,1298,3,Periods & Styles,532
539,Price Guides & Publications,180,3,Periods & Styles,532
540,Other,511,3,Periods & Styles,532
541,Primitives,34867,2,Antiques,1
542,Restoration & Care,232,2,Antiques,1
543,Cleaners & Polish,80,3,Restoration & Care,542
544,Software,5,3,Restoration & Care,542
545,Storage & Display,18,3,Restoration & Care,542
546,Other,129,3,Restoration & Care,542
547,Rugs & Carpets,39234,2,Antiques,1
548,Small (3x5 and smaller),7874,3,Rugs & Carpets,547
549,Medium (4x6-6x9),11337,3,Rugs & Carpets,547
550,Large (7x9-9x11),5209,3,Rugs & Carpets,547
551,Extra Large (9x12 and larger),6582,3,Rugs & Carpets,547
552,Runners,5379,3,Rugs & Carpets,547
553,Other,2853,3,Rugs & Carpets,547
554,Science & Medicine (Pre-1930),7176,2,Antiques,1
555,Apothecary & Pharmaceutical,1407,3,Science & Medicine (Pre-1930),554
556,Bottles & Jars,764,4,Apothecary & Pharmaceutical,555
557,Mortar & Pestles,280,4,Apothecary & Pharmaceutical,555
558,Scales,92,4,Apothecary & Pharmaceutical,555
559,Other,271,4,Apothecary & Pharmaceutical,555
560,Dentistry,222,3,Science & Medicine (Pre-1930),554
561,Engineering,260,3,Science & Medicine (Pre-1930),554
562,Medicine,3385,3,Science & Medicine (Pre-1930),554
563,Doctor Bags,81,4,Medicine,562
564,Quack Medicine,426,4,Medicine,562
565,Stethoscopes,39,4,Medicine,562
566,Surgical Sets,34,4,Medicine,562
567,Surgical Tools,379,4,Medicine,562
568,Other,2426,4,Medicine,562
569,Mining,234,3,Science & Medicine (Pre-1930),554
570,Optical,393,3,Science & Medicine (Pre-1930),554
571,Scientific Instruments,949,3,Science & Medicine (Pre-1930),554
572,Barometers,84,4,Scientific Instruments,571
573,Microscopes & Lab Equipment,167,4,Scientific Instruments,571
574,Other,698,4,Scientific Instruments,571
575,Price Guides & Publications,44,3,Science & Medicine (Pre-1930),554
576,Other,282,3,Science & Medicine (Pre-1930),554
577,Sewing (Pre-1930),6683,2,Antiques,1
578,Baskets & Boxes,144,3,Sewing (Pre-1930),577
579,Buttons,3618,3,Sewing (Pre-1930),577
580,Furniture,66,3,Sewing (Pre-1930),577
581,Needles & Cases,190,3,Sewing (Pre-1930),577
582,Patterns,458,3,Sewing (Pre-1930),577
583,Pin Cushions,200,3,Sewing (Pre-1930),577
584,Sewing Machines,746,3,Sewing (Pre-1930),577
585,Sewing Machine Parts,254,3,Sewing (Pre-1930),577
586,Spools & Thread,134,3,Sewing (Pre-1930),577
587,Thimbles,222,3,Sewing (Pre-1930),577
588,Tools & Scissors & Measures,410,3,Sewing (Pre-1930),577
589,Price Guides & Publications,25,3,Sewing (Pre-1930),577
590,Other,216,3,Sewing (Pre-1930),577
591,Silver,152059,2,Antiques,1
592,Sterling Silver (.925),79393,3,Silver,591
593,Ash Trays,53,4,Sterling Silver (.925),592
594,Bottles & Decanters & Flasks,367,4,Sterling Silver (.925),592
595,Bowls,1574,4,Sterling Silver (.925),592
596,Boxes,1027,4,Sterling Silver (.925),592
597,Brushes & Grooming Sets,465,4,Sterling Silver (.925),592
598,Candlesticks & Candelabra,930,4,Sterling Silver (.925),592
599,Card Cases,110,4,Sterling Silver (.925),592
600,Cigarette & Vesta Cases,838,4,Sterling Silver (.925),592
601,Creamers & Sugar Bowls,199,4,Sterling Silver (.925),592
602,Cups & Goblets,1066,4,Sterling Silver (.925),592
603,Dishes & Coasters,762,4,Sterling Silver (.925),592
604,Flatware,55084,4,Sterling Silver (.925),592
605,Alvin,1562,5,Flatware,604
606,Birks,204,5,Flatware,604
607,Dominick & Haff,678,5,Flatware,604
608,Durgin,744,5,Flatware,604
609,Georg Jensen,1061,5,Flatware,604
610,Gorham & Whiting,12334,5,Flatware,604
611,International,4837,5,Flatware,604
